Density Functional 	 E_H 	 E_L 	 E_S 	 HLGAP 	 J_I 	 J_A 	 J_HL 	 Delta_SL
RPBE0DH(B10C2) 	 -404.60558 	 -288.31551 	 -250.81555 	 116.29006 	 19.414 	 18.57663 	 26.86996 	 37.49997
