Density Functional 	 Method 	 E_H 	 E_L 	 E_S 	 HLGAP 	 J_I 	 J_A 	 J_HL 	 Delta_SL 	 Delta_SL/E_H
RPBE0DH(B10C2) 	 dft003 	 -0.64478 	 -0.45946 	 -0.3997 	 0.18532 	 0.03094 	 0.0296 	 0.04282 	 0.05976 	 -0.09268
