Density Functional 	 Method 	 E_H 	 E_L 	 E_S 	 HLGAP 	 J_I 	 J_A 	 J_HL 	 Delta_SL 	 Delta_SL/E_H
RPBE0DH(B10C2) 	 dft003 	 -17.5455 	 -12.50264 	 -10.87648 	 5.04285 	 0.84188 	 0.80557 	 1.1652 	 1.62617 	 -2.52205
