Density Functional 	 Method 	 E_H 	 E_L 	 E_S 	 HLGAP 	 J_I 	 J_A 	 J_HL 	 Delta_SL 	 Delta_SL/E_H
RPBE0DH(B10C2) 	 dft003 	 -1692.8697 	 -1206.31209 	 -1049.41223 	 486.5576 	 81.22817 	 77.72464 	 112.42391 	 156.89986 	 -243.3386
